MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Class
173.888747,1.197191424,0.549812187,28715,190.1410973,0.763922518,SEKER
182.7344194,1.097356461,0.411785251,29172,191.2727505,0.783968133,SEKER
175.9311426,1.209712656,0.562727317,29690,193.4109041,0.778113248,SEKER
182.5165157,1.153638059,0.498615976,30724,195.4670618,0.782681273,SEKER
190.2792788,1.06079802,0.333679658,30417,195.896503,0.773098035,SEKER
181.5101816,1.171066849,0.52040066,30600,196.3477022,0.775688485,SEKER
184.0390501,1.146768336,0.489477894,30970,196.9886332,0.762401501,SEKER
182.7372038,1.165590535,0.513759558,30847,197.1243203,0.770681818,SEKER
183.1571463,1.165852108,0.51408086,31044,197.659696,0.771561479,SEKER
180.8974686,1.2008339,0.553642225,31120,198.1390121,0.783682806,SEKER
184.4398709,1.157884618,0.504102365,31280,198.4055115,0.770805285,SEKER
188.3268476,1.117664622,0.446621924,31458,198.9630385,0.786377317,SEKER
184.9692526,1.160455295,0.507365875,31423,199.0142269,0.761046142,SEKER
183.6443122,1.178826797,0.529514251,31492,199.1773023,0.798759229,SEKER
187.1929601,1.132879009,0.469924157,31474,199.1773023,0.781313473,SEKER
186.5620882,1.141582018,0.482352224,31520,199.2412169,0.764110482,SEKER
184.4716842,1.168963657,0.517871223,31573,199.3178875,0.779192888,SEKER
184.8748759,1.163315112,0.510946829,31558,199.3210815,0.762984155,SEKER
187.535939,1.132851229,0.469883494,31593,199.5413417,0.770322199,SEKER
184.1634403,1.177161395,0.52758671,31599,199.7422367,0.774277242,SEKER
182.0088637,1.207992784,0.56099452,31604,199.8664991,0.769196823,SEKER
188.0664823,1.136755746,0.475535642,31791,200.3627781,0.768949371,SEKER
185.4482507,1.171793345,0.52126839,32197,200.499357,0.756964757,SEKER
175.510446,1.308863717,0.645190802,32045,200.702465,0.761823348,SEKER
171.2105592,1.3828156,0.690678219,32009,200.8229633,0.740935673,SEKER
192.2484159,1.092574316,0.402841974,32026,200.8451524,0.773184303,SEKER
187.2724497,1.151845384,0.496263281,32093,200.9117052,0.777110501,SEKER
184.1151053,1.193690859,0.546072628,32020,201.0542441,0.775589974,SEKER
183.2920681,1.205504947,0.558465259,32173,201.1175623,0.777674419,SEKER
180.9171228,1.238051321,0.589564969,32052,201.2536289,0.773877293,SEKER
189.9692019,1.125106823,0.458286561,32168,201.2852592,0.772354369,SEKER
181.8946963,1.225284154,0.57785815,32274,201.2915846,0.774847821,SEKER
180.4394219,1.246471264,0.596968354,32238,201.3358572,0.785245659,SEKER
188.0653069,1.150240653,0.494138341,32184,201.5823407,0.777655945,SEKER
190.6449473,1.120866215,0.451705439,32246,201.7622728,0.772270531,SEKER
191.4872537,1.111757361,0.436968432,32258,201.8253689,0.774212284,SEKER
192.4225318,1.102632806,0.421302377,32391,201.8316774,0.789741311,SEKER
191.8101346,1.110108127,0.43420694,32375,201.897905,0.761880964,SEKER
176.9318083,1.305469433,0.642831065,32349,201.9325869,0.779448988,SEKER
181.9408668,1.233820224,0.5857513,32308,201.970415,0.770514671,SEKER
188.9705403,1.143813985,0.48544352,32395,201.9893264,0.778069153,SEKER
189.3033869,1.140593884,0.48097147,32301,202.030295,0.779804909,SEKER
173.2308993,1.364864213,0.680580172,32481,202.058653,0.780878628,SEKER
182.3644962,1.230899418,0.583080944,32567,202.1940863,0.767625332,SEKER
183.8290361,1.211220556,0.564236127,32393,202.2098285,0.760670804,SEKER
188.2047159,1.158103377,0.504381753,32521,202.3766203,0.76059302,SEKER
185.2954324,1.195286422,0.547784367,32585,202.5212716,0.762907351,SEKER
184.4046839,1.207974042,0.560975566,32566,202.5369884,0.754431565,SEKER
185.5923729,1.192040817,0.54428951,32710,202.5841313,0.775204425,SEKER
186.0277835,1.187892253,0.539747143,32514,202.6406883,0.764060649,SEKER
186.2777558,1.185348348,0.536918908,32612,202.6626784,0.775805676,SEKER
184.5129929,1.206953791,0.559941518,32563,202.6752432,0.781313572,SEKER
188.5531418,1.15713587,0.503143726,32623,202.7286345,0.790183599,SEKER
189.591319,1.146526426,0.489149967,32615,202.8667587,0.784843629,SEKER
186.136273,1.189512059,0.541530905,32672,202.9138251,0.782490866,SEKER
186.3604099,1.18737462,0.539174328,32720,202.9671537,0.783793605,SEKER
186.1762293,1.190581987,0.542701939,32806,203.0079249,0.759099437,SEKER
188.3004274,1.163725525,0.511456521,32608,203.0330109,0.784302326,SEKER
188.0092368,1.169286684,0.518261408,32775,203.2116585,0.769320176,SEKER
183.6920946,1.225977906,0.578509868,32767,203.3118831,0.765034405,SEKER
187.1344232,1.183349841,0.534673644,32843,203.4652564,0.7849831,SEKER
187.2561106,1.181605154,0.532696427,32811,203.4777716,0.758915235,SEKER
187.6655865,1.176673909,0.527019605,32842,203.4777716,0.794032183,SEKER
184.2147342,1.221823306,0.574579254,33000,203.4996712,0.769057978,SEKER
182.8423057,1.241712486,0.592813998,32901,203.6654067,0.781922043,SEKER
184.9234713,1.213605695,0.566603091,32851,203.6747839,0.772061611,SEKER
191.002277,1.142115946,0.483095172,33016,203.7810289,0.808562858,SEKER
177.1581895,1.328027061,0.658024288,32902,203.802896,0.779311992,SEKER
185.1437243,1.215348733,0.568317852,32994,204.0401594,0.767684831,SEKER
186.1499298,1.20266426,0.555543833,33021,204.0619987,0.779469946,SEKER
193.4864621,1.113340533,0.43959156,33020,204.0869551,0.799516082,SEKER
194.793825,1.099961565,0.416528466,33066,204.1368587,0.769153036,SEKER
187.4792477,1.188771846,0.540717403,33120,204.2771471,0.790153816,SEKER
189.8094038,1.159189666,0.505764488,33062,204.2802636,0.772630835,SEKER
185.6002312,1.213415795,0.566415511,33091,204.3425821,0.775992617,SEKER
187.4192621,1.190621317,0.542744878,33111,204.3456976,0.800820453,SEKER
190.1123396,1.156713709,0.502601593,33087,204.3550436,0.746177996,SEKER
189.0026275,1.172467827,0.522071263,33154,204.4484801,0.789785166,SEKER
191.7587728,1.138962252,0.478674896,33225,204.4702758,0.80291471,SEKER
181.7436855,1.269492841,0.616038378,33245,204.5107474,0.746568182,SEKER
190.0206598,1.159653709,0.506352834,33198,204.5761077,0.781242573,SEKER
184.5596932,1.230319577,0.582547095,33225,204.6227808,0.785669916,SEKER
191.4622125,1.144315272,0.486132629,33376,204.7316434,0.777974713,SEKER
186.4615283,1.207370616,0.560364527,33252,204.7471905,0.768683025,SEKER
189.6018111,1.167756413,0.516407505,33401,204.7751722,0.776708646,SEKER
200.2495993,1.047159612,0.296720861,33336,204.8155836,0.765319396,SEKER
185.5215755,1.221685649,0.574447868,33524,204.8280162,0.770801656,SEKER
187.1772945,1.20074238,0.553546741,33461,204.9429826,0.766699205,SEKER
188.2429412,1.187442927,0.539249994,33458,204.9988888,0.757018349,SEKER
186.8900915,1.203762369,0.556677424,33374,205.0113104,0.791587732,SEKER
188.0291423,1.190144523,0.542223823,33289,205.020626,0.789784689,SEKER
187.5026272,1.197051022,0.549663318,33340,205.0392561,0.764328704,SEKER
192.4739417,1.137563711,0.476689675,33423,205.1385878,0.777926846,SEKER
187.8781612,1.194635275,0.547087283,33320,205.1603102,0.799274662,SEKER
189.7813412,1.169973519,0.51908899,33439,205.1727219,0.77866227,SEKER
178.9312328,1.316483846,0.650391531,33333,205.2223615,0.787721471,SEKER
190.3548121,1.163022358,0.510582618,33327,205.2223615,0.772417336,SEKER
194.2070489,1.119093377,0.448903019,33466,205.2564817,0.774410223,SEKER
184.6885548,1.236712666,0.588365282,33352,205.2595833,0.769355964,SEKER
189.7373793,1.172812181,0.522480157,33377,205.4238989,0.769979556,SEKER
189.98042,1.170878708,0.520175444,33415,205.4734778,0.788111423,SEKER
180.5827539,1.297552191,0.637220052,33542,205.5013606,0.761240274,SEKER
190.3614532,1.167534946,0.516138043,33429,205.5106541,0.790237278,SEKER
182.0856017,1.275820505,0.621001572,33520,205.5818899,0.773698809,SEKER
200.9273673,1.049424005,0.303273094,33611,205.711909,0.76828479,SEKER
183.4292487,1.259176693,0.607696024,33511,205.7490422,0.787661984,SEKER
194.9834825,1.115233763,0.442693503,33565,205.7583245,0.757943925,SEKER
180.705496,1.299286096,0.6384619,33857,205.8356604,0.759656652,SEKER
185.2793615,1.237148493,0.588756561,33699,205.9593374,0.782616866,SEKER
188.8365103,1.191598158,0.543808892,33732,205.9686102,0.7960388,SEKER
189.7357064,1.179669807,0.530484185,33701,205.9871545,0.798969072,SEKER
189.4313875,1.184387496,0.535842011,33580,206.0026068,0.790184922,SEKER
192.7167056,1.144328878,0.486151306,33834,206.0118777,0.772240756,SEKER
182.9185092,1.269766497,0.616255393,33639,206.0273281,0.776747437,SEKER
188.668526,1.194253546,0.54667768,33692,206.0458672,0.763352487,SEKER
190.920249,1.167346605,0.515908654,33730,206.1632423,0.781688327,SEKER
192.0898879,1.153418042,0.498328415,33752,206.2157306,0.761491108,SEKER
194.0253903,1.131522436,0.46793088,33691,206.2836368,0.763385107,SEKER
189.9810797,1.179949356,0.530804973,33707,206.289809,0.772982724,SEKER
186.6258656,1.222891486,0.575596241,33789,206.3021528,0.754491694,SEKER
185.6980934,1.235586679,0.587351259,33713,206.3083245,0.791743641,SEKER
193.6804685,1.135413444,0.473606709,33788,206.3144959,0.788708802,SEKER
189.5660154,1.186934863,0.538686621,33708,206.3206672,0.776807082,SEKER
190.2565986,1.178586895,0.529237524,33713,206.3607759,0.767814509,SEKER
188.7406408,1.198038824,0.550708725,33791,206.3638608,0.770224525,SEKER
194.5431002,1.12638252,0.460233577,33765,206.4008768,0.786308517,SEKER
189.9543464,1.181652029,0.53274976,33748,206.4286344,0.792329545,SEKER
187.3160543,1.21686354,0.569797937,33745,206.5211327,0.781494961,SEKER
195.1928536,1.121171948,0.452185632,33793,206.6320761,0.783504673,SEKER
187.9440519,1.210566012,0.563582376,33800,206.6443995,0.760516111,SEKER
191.2006021,1.169889288,0.518987648,33915,206.6474802,0.76426488,SEKER
199.9257014,1.069167543,0.353836994,33832,206.6721244,0.783570411,SEKER
187.8565921,1.213352027,0.566352488,33897,206.7121649,0.739858907,SEKER
190.4630178,1.179172355,0.529912303,33927,206.7614349,0.761792399,SEKER
192.9504091,1.149057171,0.492559596,33868,206.7829868,0.775302429,SEKER
191.3544824,1.169218404,0.518178984,33884,206.7860655,0.748056576,SEKER
199.5241432,1.076387518,0.369995763,34162,206.8568621,0.770802752,SEKER
192.2260318,1.158927754,0.505431801,34012,206.8968668,0.783244805,SEKER
197.0837827,1.102941394,0.421848171,33918,206.9060976,0.793238493,SEKER
190.753366,1.178953771,0.52966059,34009,206.9307109,0.762884493,SEKER
190.8531005,1.177150939,0.52757456,33919,206.9553214,0.78625187,SEKER
185.6531262,1.247609077,0.597950376,33985,207.1951199,0.766225798,SEKER
186.1264562,1.242015871,0.593081148,34073,207.2381313,0.803214668,SEKER
194.1359516,1.140387786,0.480682529,33988,207.2534904,0.786863834,SEKER
196.5777218,1.114062631,0.440779117,34127,207.4315723,0.77773175,SEKER
187.1642998,1.230189184,0.582426873,34143,207.4776031,0.784067718,SEKER
195.2815454,1.130438948,0.466327555,34079,207.5236236,0.788438228,SEKER
193.4836383,1.152415344,0.497013692,34146,207.5665669,0.782128328,SEKER
190.5214245,1.188221248,0.540110507,34159,207.5880353,0.763926508,SEKER
194.6713489,1.138382624,0.477854006,34239,207.6003019,0.786271777,SEKER
184.1392916,1.27259641,0.618486935,34142,207.6278992,0.781254326,SEKER
191.5211613,1.177598412,0.528093987,34319,207.6340314,0.77518315,SEKER
195.0635178,1.134073805,0.471666862,34167,207.6462953,0.771600437,SEKER
186.8608751,1.23584543,0.587584681,34171,207.652427,0.799933862,SEKER
189.1647868,1.20608691,0.559059342,34211,207.6830826,0.788272251,SEKER
192.8605622,1.162243676,0.50961126,34251,207.8485452,0.76272901,SEKER
187.0289921,1.238003462,0.589522187,34246,207.8975459,0.791226721,SEKER
184.2937385,1.273808035,0.619435383,34280,207.8975459,0.761530869,SEKER
181.6542972,1.311240651,0.646827292,34379,207.9434735,0.770405154,SEKER
185.7332978,1.255099849,0.604309903,34279,207.9434735,0.771192406,SEKER
194.7690372,1.141669311,0.482473841,34260,207.9679641,0.764705882,SEKER
185.9156247,1.25319359,0.602708675,34349,207.9771473,0.785661425,SEKER
197.0923214,1.114962639,0.442251584,34299,208.0414186,0.778228022,SEKER
194.3808765,1.147727915,0.490774479,34285,208.0505986,0.764693974,SEKER
189.1650397,1.210898964,0.563915151,34277,208.0750765,0.781970795,SEKER
187.4123657,1.236085487,0.587801025,34334,208.1454347,0.778507367,SEKER
191.1104706,1.187417987,0.539222369,34369,208.1729597,0.753842746,SEKER
190.6640036,1.193832824,0.546225424,34502,208.2188266,0.757901531,SEKER
186.7914403,1.24436186,0.595136326,34362,208.2249414,0.743986367,SEKER
196.882203,1.119646032,0.449779934,34367,208.2463418,0.789083496,SEKER
188.3912829,1.22419118,0.576827653,34364,208.3135861,0.801740767,SEKER
190.8101712,1.193957013,0.54635901,34502,208.359422,0.762250738,SEKER
189.5440417,1.210688207,0.563704561,34421,208.3808087,0.798426745,SEKER
196.5103818,1.125855866,0.459431581,34492,208.4083026,0.77466164,SEKER
184.7780345,1.274725908,0.620151121,34392,208.4602256,0.795515465,SEKER
193.8042127,1.157549753,0.503674085,34473,208.4632795,0.770625423,SEKER
188.035623,1.231222027,0.583377426,34580,208.524348,0.750455974,SEKER
192.2363364,1.17836629,0.528982779,34389,208.524348,0.778210737,SEKER
193.5928928,1.16254527,0.50998793,34576,208.6098138,0.778015524,SEKER
194.474673,1.1517228,0.496101592,34445,208.6464313,0.771980131,SEKER
191.4154535,1.191296024,0.543480298,34515,208.6952446,0.757730817,SEKER
192.1947081,1.180435819,0.531362195,34421,208.6952446,0.774299425,SEKER
186.9591042,1.247240782,0.597632979,34577,208.734897,0.773752996,SEKER
195.2383681,1.143721216,0.485315785,34576,208.7409967,0.7843326,SEKER
187.7243461,1.239510475,0.59086546,34510,208.792837,0.769554077,SEKER
189.9911444,1.21010116,0.563116981,34732,208.8141792,0.779558388,SEKER
191.3685323,1.191440814,0.543637825,34556,208.8355193,0.792893519,SEKER
194.9291861,1.148975344,0.492450072,34575,208.8385677,0.775363303,SEKER
191.8680382,1.185944914,0.537585123,34623,208.8538091,0.770124761,SEKER
190.4115066,1.205594039,0.558556303,34738,208.9056214,0.763113367,SEKER
189.6239312,1.216397453,0.569343533,34619,208.9513274,0.78204251,SEKER
198.103852,1.115243208,0.442708884,34600,209.0183449,0.796975891,SEKER
191.8273267,1.188547268,0.540470046,34652,209.0427095,0.787467878,SEKER
189.3043718,1.221092393,0.573880789,34714,209.0609812,0.793596116,SEKER
190.8718701,1.200883421,0.553693873,34592,209.0792512,0.779056047,SEKER
190.6295846,1.205514668,0.558475195,34583,209.0914304,0.809796708,SEKER
183.7249369,1.296673425,0.636587835,34645,209.1279635,0.783365262,SEKER
178.97451,1.368991991,0.682950707,34759,209.252737,0.793932958,SEKER
189.9052632,1.215980692,0.568936466,34730,209.264906,0.781681818,SEKER
189.1898259,1.224786513,0.577389526,34638,209.2679482,0.791235335,SEKER
190.931594,1.20343992,0.556345118,34776,209.2740324,0.772202766,SEKER
188.9396293,1.230329164,0.582555932,34802,209.3135751,0.80069808,SEKER
187.3982909,1.248458481,0.598680683,34677,209.319658,0.787459954,SEKER
195.6151627,1.14583779,0.488214125,34885,209.3409465,0.775202703,SEKER
189.1497475,1.228676843,0.581027879,34762,209.3470286,0.755708264,SEKER
188.5544051,1.233838406,0.585767825,34791,209.3591921,0.758928571,SEKER
191.3790717,1.20040554,0.553194986,34908,209.3683143,0.777770247,SEKER
191.9152031,1.191660824,0.543876991,34826,209.4078393,0.790874437,SEKER
187.5726238,1.250754642,0.600643034,34874,209.4139194,0.784650082,SEKER
195.3291753,1.152349161,0.496926671,34853,209.4260791,0.745783628,SEKER
178.1577837,1.384870389,0.691799925,34691,209.4686324,0.770181477,SEKER
190.9936711,1.205055483,0.558005411,34747,209.4929447,0.789667812,SEKER
194.6503481,1.159255102,0.505847536,34774,209.5081384,0.793308174,SEKER
182.3691135,1.321732487,0.65389796,34878,209.511177,0.776463964,SEKER
188.5878665,1.239426102,0.590790465,35051,209.5354844,0.740677893,SEKER
188.5763657,1.236543276,0.588213024,34829,209.5597889,0.785850991,SEKER
185.8927694,1.272478978,0.618394789,34885,209.5962405,0.747724515,SEKER
190.9197413,1.206420478,0.559399185,34776,209.6144638,0.783654283,SEKER
195.6829765,1.148568576,0.491904913,34830,209.6509059,0.78580046,SEKER
189.734176,1.22232617,0.575058574,34878,209.6569789,0.785863874,SEKER
202.7149085,1.070577908,0.357077019,35057,209.6843055,0.768333927,SEKER
187.2911352,1.254827198,0.604081588,34826,209.7176998,0.769194798,SEKER
193.972557,1.170142039,0.51929162,34827,209.7176998,0.786784803,SEKER
188.8659908,1.236013359,0.587736043,34848,209.8724584,0.781432121,SEKER
190.4578223,1.215150492,0.568123459,34919,209.8906578,0.777790266,SEKER
194.7187568,1.163316482,0.510948533,35048,209.8936909,0.780620417,SEKER
187.0530848,1.261293312,0.609433752,35010,209.9573755,0.763726204,SEKER
193.5033005,1.179278959,0.53003497,34965,209.9604076,0.759576148,SEKER
190.4682829,1.217464754,0.570382778,34913,209.9695037,0.761848185,SEKER
189.6828749,1.22905782,0.581381107,34915,209.9785994,0.745816373,SEKER
192.4014026,1.191970436,0.544213158,34953,209.9846629,0.760686201,SEKER
194.4152197,1.167929264,0.51661761,34929,209.9967896,0.764012971,SEKER
188.3397997,1.246101199,0.59664803,34989,210.0058841,0.757876772,SEKER
195.8277652,1.153016616,0.497802899,35034,210.0907472,0.797799871,SEKER
187.6497244,1.255474903,0.604623587,35015,210.1058977,0.765769944,SEKER
195.193788,1.160116359,0.506938033,34982,210.1210471,0.777907394,SEKER
191.2410961,1.20927171,0.56228427,34941,210.1331659,0.77594308,SEKER
189.501815,1.2328649,0.58488132,35154,210.1937492,0.747877064,SEKER
191.7626609,1.203411104,0.556315398,35025,210.2028352,0.77323975,SEKER
194.7318627,1.167037322,0.515531503,34999,210.2603707,0.790375817,SEKER
193.6576351,1.181519496,0.532598937,35043,210.281564,0.777143752,SEKER
193.8600236,1.177794388,0.52832113,35019,210.2936735,0.777807636,SEKER
188.725983,1.242756379,0.593731888,35043,210.3360513,0.78414425,SEKER
200.2691414,1.103966864,0.423653581,35046,210.3390779,0.770465632,SEKER
198.5282098,1.124267613,0.456997571,35091,210.3451311,0.805069039,SEKER
191.6720331,1.206382936,0.559360961,35150,210.3663159,0.786410842,SEKER
192.8875726,1.191041073,0.543202669,35171,210.3784205,0.776816841,SEKER
190.9940473,1.215615541,0.568579226,35054,210.3935503,0.75210384,SEKER
192.1855584,1.199811896,0.552573788,35163,210.408679,0.783978175,SEKER
194.336638,1.173467221,0.523256094,35103,210.4117046,0.763179843,SEKER
193.96029,1.178190729,0.528779858,35139,210.4177557,0.780561167,SEKER
192.6459316,1.198346811,0.551033739,35126,210.4570836,0.726833957,SEKER
194.3385831,1.173378219,0.523150809,35231,210.4722078,0.784929498,SEKER
186.9933377,1.270048194,0.616478558,35187,210.4782571,0.747197526,SEKER
187.4231531,1.262442101,0.610371182,35052,210.4782571,0.784974619,SEKER
195.613827,1.15858982,0.505001894,35120,210.4964041,0.784632035,SEKER
191.6112724,1.210560116,0.563576479,35137,210.620367,0.789079132,SEKER
198.5307932,1.126890634,0.461004955,35122,210.620367,0.787580813,SEKER
188.0626579,1.257167299,0.606033555,35229,210.6385017,0.761017689,SEKER
192.7521882,1.195491391,0.548003376,35119,210.6475685,0.7725046,SEKER
197.677632,1.137331977,0.476359223,35256,210.6928967,0.793179543,SEKER
197.1479559,1.143372259,0.484834723,35188,210.7321732,0.765204037,SEKER
193.9498701,1.182248699,0.533427616,35217,210.7321732,0.784480432,SEKER
188.3981624,1.253691263,0.603127827,35298,210.7351942,0.769785919,SEKER
198.8687463,1.125365442,0.458682478,35258,210.7351942,0.792362389,SEKER
189.5311789,1.237386093,0.588969591,35219,210.7442569,0.792916894,SEKER
191.4684387,1.213372114,0.566372342,35182,210.7472777,0.79973864,SEKER
197.2329239,1.142658305,0.483847619,35227,210.7835238,0.76303245,SEKER
189.2799888,1.24289736,0.593855566,35252,210.8318423,0.762515289,SEKER
191.3768711,1.214329904,0.567317077,35204,210.8318423,0.771070766,SEKER
193.1139792,1.192614885,0.544911378,35245,210.8348619,0.774376719,SEKER
181.6399258,1.422153122,0.711032482,37992,210.871093,0.712095261,SEKER
193.7172105,1.188119517,0.539998207,35445,210.9012808,0.75706484,SEKER
192.0522539,1.208127223,0.561130429,35353,210.9073179,0.786846847,SEKER
189.5541679,1.239697891,0.591031959,35231,210.9344825,0.76000435,SEKER
192.6081255,1.200686059,0.553487963,35254,210.973714,0.797927461,SEKER
187.9510512,1.26395208,0.611597287,35342,210.979749,0.80349345,SEKER
187.1376478,1.272371851,0.618310695,35218,211.0038872,0.755509463,SEKER
184.3295472,1.317327882,0.65095951,35858,211.0038872,0.743367347,SEKER
189.6894581,1.238875312,0.590300279,35269,211.0129383,0.782454021,SEKER
191.3427601,1.217755417,0.570665001,35276,211.0400893,0.785290948,SEKER
188.1316847,1.259706645,0.6081324,35298,211.0853331,0.757992549,SEKER
192.6036331,1.203695806,0.556608864,35293,211.1667477,0.791779707,SEKER
192.5367815,1.205317841,0.558273939,35369,211.1938789,0.79899188,SEKER
197.8959341,1.140066481,0.480231413,35380,211.2270346,0.800045662,SEKER
195.0752162,1.173717518,0.523551942,35349,211.2481309,0.777484472,SEKER
194.3218141,1.183766279,0.535143216,35314,211.2782649,0.7777063,SEKER
200.2523714,1.114913642,0.442171641,35579,211.2873042,0.778740227,SEKER
195.1179759,1.173849668,0.523707997,35356,211.2993561,0.788708952,SEKER
191.2138075,1.224998628,0.57758939,35563,211.3083945,0.752682864,SEKER
190.5792388,1.232008674,0.58409876,35395,211.3445445,0.76844388,SEKER
194.93395,1.17809071,0.528664177,35513,211.3505688,0.767613338,SEKER
223.8544724,1.490000079,0.74132981,59171,270.9073653,0.779775433,BARBUNYA
219.5139403,1.530204275,0.756920024,58301,271.0835546,0.776504144,BARBUNYA
215.3862585,1.589983228,0.777455903,58657,271.1493025,0.720880877,BARBUNYA
223.64553,1.476807237,0.735857484,58490,271.1892132,0.791268254,BARBUNYA
223.8914482,1.470502983,0.733175547,58873,271.2314651,0.716443265,BARBUNYA
254.9310128,1.135791816,0.474151929,58725,271.3089098,0.769390471,BARBUNYA
215.4655387,1.592320159,0.778201712,58931,271.3089098,0.783211857,BARBUNYA
223.8870374,1.475983313,0.735509477,58707,271.5833087,0.799152963,BARBUNYA
233.2385837,1.359203987,0.677280671,58918,271.6301868,0.774646758,BARBUNYA
229.3523842,1.415157194,0.707577968,58998,271.7379756,0.746002753,BARBUNYA
219.0556948,1.543173238,0.761627245,58862,271.7567171,0.816207925,BARBUNYA
223.0799218,1.492702525,0.742428018,59165,271.8504054,0.771745778,BARBUNYA
211.0881507,1.670924318,0.801144357,58934,271.9323561,0.722120681,BARBUNYA
229.3608779,1.413607601,0.706803541,59388,272.1078816,0.742050327,BARBUNYA
217.4412004,1.570253891,0.770996245,59272,272.1967714,0.715650826,BARBUNYA
224.1314497,1.480181,0.73727473,59272,272.2365284,0.788982867,BARBUNYA
232.9670574,1.371506803,0.684380469,59309,272.3581023,0.735401782,BARBUNYA
218.1332902,1.570488512,0.771074821,59011,272.4375635,0.703269393,BARBUNYA
213.7338655,1.629465217,0.78954064,58881,272.4492471,0.71911928,BARBUNYA
198.8382226,1.880947017,0.846965983,59273,272.5029848,0.726482312,BARBUNYA
217.0433676,1.582199367,0.774942614,59984,272.5917457,0.737716315,BARBUNYA
227.1540301,1.446325093,0.722465006,59350,272.5940811,0.717159429,BARBUNYA
209.1198282,1.712302182,0.811747134,59369,272.8461892,0.705840456,BARBUNYA
214.4989431,1.625833087,0.788473062,59402,272.8741868,0.697447823,BARBUNYA
235.4369868,1.349912458,0.671738034,59543,272.9768202,0.765312794,BARBUNYA
219.7961494,1.562340968,0.768320642,60295,272.9908127,0.684573099,BARBUNYA
211.9276991,1.667052108,0.800104026,59458,273.233235,0.728204173,BARBUNYA
217.2837758,1.583889799,0.775492275,59181,273.2472143,0.704904436,BARBUNYA
227.6504993,1.446823301,0.72269278,59726,273.5662149,0.719304901,BARBUNYA
